Year ,Region,Sum of AveragePrice,Sum of DetachedPrice,Sum of SemiDetachedPrice,Sum of FlatPrice,Sum of TerracedPrice,Sum of MortgagePrice,Sum of FTBPrice,Sum of FOOPrice,Sum of CashPrice,Sum of NewPrice,Sum of OldPrice
2023,Barking and Dagenham,1042841.276,1951759.715,1358825.766,762667.7762,1146832.718,1046976.614,986052.9009,1134231.366,1015181.893,469224.4389,345945.8446
,Barnet,74995431.5,176348455.7,102314757.5,55803788.49,76963529.74,67476733.87,55407728.19,77057924.59,65573151.48,73827281.98,73873158
2010,Barnet,3997537.16,9248383.823,5316874.605,3058922.033,3995017.168,NAN,NAN,NAN,NAN,3802517.487,4016172.096
2011,Barnet,4067736.15,9617846.226,5439015.62,3088961.272,4049244.66,NAN,NAN,NAN,NAN,3977832.771,4079173.439
2012,Barnet,4303528.155,10041733.39,5767019.965,3253821.362,4343693.13,4340755.306,3579826.731,4932516.28,4234687.334,4202924.628,4316894.53
2013,Barnet,4497247.321,10557146.82,6046491.367,3381973.044,4564070.863,4529950.519,3728102.8,5154444.55,4417428.603,4395475.429,4511463.006
2014,Barnet,5164360.215,11949428.75,6935033.989,3891358.645,5257320.978,5203629.742,4298284.259,5902935.782,5068779.938,5088234.483,5174830.018
2015,Barnet,5744255.399,13268694.82,7744398.324,4319492.996,5854369.02,5789305.612,4779091.752,6567564.414,5634791.024,5661797.119,5756745.427
2016,Barnet,6311274.928,14459554.22,8502822.158,4755926.155,6425356.379,6359979.966,5261466.117,7205308.618,6192922.787,6274156.212,6317113.147
2017,Barnet,6459372.204,14690148.3,8615086.466,4914772.031,6504977.971,6502892.182,5403352.998,7353767.682,6353511.321,6553990.543,6446554.482
2018,Barnet,6398593.11,14669170.38,8658400.098,4817614.668,6509683.378,6444485.668,5332211.602,7315839.786,6286663.98,6519396.201,6385512.002
2019,Barnet,6255519.903,14475615.96,8530900.196,4672876.197,6417997.486,6303761.926,5198941.419,7175401.592,6136632.298,6383794.772,6243373.408
2020,Barnet,6309087.218,14964398.35,8750452.085,4633404.175,6574164.639,6360981.112,5204704.931,7296291.614,6179690.346,6403175.926,6328537.296
2021,Barnet,6606734.027,16176368.35,9299644.485,4758756.039,6973713.484,6666862.422,5408476.346,7708295.017,6449786.12,6705778.08,6622281.693
2022,Barnet,7069181.162,17719731.94,10121653.92,4974456.955,7566107.936,7144751.198,5738343.091,8320977.375,6858151.485,7207552.883,7073775.363
2023,Barnet,1811004.546,4510234.379,2586964.234,1281452.917,1927812.651,1829378.217,1474926.147,2124581.878,1760106.244,650655.4493,600732.0988
,Barnsley,18843751.88,29363812.05,18165645.79,11553814.68,14835833.54,16819579.23,14465063.83,18195592.39,15274611.75,22605221.89,18211398.49
2010,Barnsley,1272862.573,1958551.522,1216460.128,825471.0468,1016029.855,NAN,NAN,NAN,NAN,1450285.748,1262725.949
2011,Barnsley,1244593.283,1931103.588,1189730.74,804869.5238,988289.8634,NAN,NAN,NAN,NAN,1463574.559,1229214.732
2012,Barnsley,1228850.038,1893923.425,1178139.114,785695.4791,977817.2381,1257996.772,1084144.574,1362790.046,1148962.753,1437907.964,1214841.044
2013,Barnsley,1212177.441,1870842.733,1162032.513,764933.6155,964522.145,1247612.853,1073779.222,1352202.228,1138344.021,1429227.251,1196612.968
2014,Barnsley,1264373.654,1947996.736,1214354.948,788795.6746,1006426.994,1300939.037,1122586.317,1407558.38,1188151.143,1500416.801,1246741.164
2015,Barnsley,1272140.616,1971738.59,1223901.473,784942.158,1007466.812,1309358.508,1128159.065,1417657.256,1194635.591,1508335.417,1253932.064
2016,Barnsley,1327410.801,2063490.403,1276531.561,817482.1923,1049618.417,1366135.058,1177873.255,1478453.27,1246762.766,1592732.577,1307021.488
2017,Barnsley,1391185.148,2171908.539,1339640.032,865123.4117,1093977.68,1432911.927,1233208.303,1550753.061,1304399.326,1692456.418,1367871.466
2018,Barnsley,1444656.799,2256032.659,1395612.8,896165.7288,1131962.454,1488310.864,1281202.593,1609592.663,1353928.795,1791564.173,1419572.949
2019,Barnsley,1497322.349,2338871.519,1450421.15,923716.9289,1170247.319,1542858.028,1327694.368,1668397.247,1402662.854,1871190.117,1469746.141
2020,Barnsley,1558793.409,2437141.069,1512574.271,939860.4223,1217358.445,1607322.578,1381653.095,1737614.866,1457722.331,1952560.209,1530046.107
2021,Barnsley,1723400.147,2710364.606,1668661.992,1006503.94,1345333.7,1778198.621,1526198.167,1922749.814,1608825.476,2187591.033,1687167.164
2022,Barnsley,1913693.873,3027836.496,1858928.669,1076784.861,1486227.544,1978308.281,1693533.232,2137228.155,1775385.442,2497528.792,1865283.81
2023,Barnsley,492291.7512,784010.1654,478656.4047,273469.6931,380555.0717,509626.7005,435031.6431,550595.4046,454831.2494,229850.8324,160621.4447
,Basildon,42436065.44,76791959.92,47292233.08,29875788.11,36312455.61,38111133.23,32269536.5,43727761.05,37281307.63,50059085.69,40428172.38
2010,Basildon,2260866.869,4039003.495,2490344.374,1671265.038,1922078.289,NAN,NAN,NAN,NAN,2590212.199,2203100.956
2011,Basildon,2257074.271,4080306.808,2487845.804,1653366.053,1910294.323,NAN,NAN,NAN,NAN,2637772.439,2195710.588
2012,Basildon,2296265.266,4121189.72,2534824.495,1663209.107,1959477.665,2309809.549,1962113.035,2647827.297,2277745.89,2662333.64,2236644.296
2013,Basildon,2355024.244,4234415.42,2606092.736,1687715.729,2014329.069,2364587.454,2004570.075,2712119.289,2325174.007,2740264.847,2294144.325
2014,Basildon,2601098.629,4654475.373,2878089.639,1864848.146,2231525.345,2612933.091,2220042.84,2989397.838,2564285.958,3050538.641,2531713.676
2015,Basildon,2902643.61,5221544.479,3226247.345,2069226.004,2486853.711,2915439.379,2475044.206,3338618.779,2862742.347,3397033.711,2828862.508
2016,Basildon,3359021.031,6041539.596,3735183.921,2397404.082,2874831.551,3373764.399,2866381.638,3860921.32,3313040.716,3963037.586,3269689.355
2017,Basildon,3624771.727,6503327.567,4009980.321,2640786.406,3076653.941,3639197.943,3098126.422,4158840.96,3579613.41,4333185.512,3511879.058
2018,Basildon,3709537.278,6677846.089,4126211.266,2661188.649,3159173.099,3725674.682,3164906.138,4264019.025,3657801.05,4489560.31,3591418.71
2019,Basildon,3668527.986,6621464.057,4098100.448,2596758.579,3132110.44,3685382.112,3124414.697,4224854.292,3612766.629,4475784.279,3549865.797
2020,Basildon,3791134.308,6871496.256,4254423.635,2624537.575,3250879.919,3810659.775,3221846.558,4377030.166,3722894.795,4607743.221,3667774.538
2021,Basildon,4041368.322,7410066.308,4537553.412,2721948.123,3481992.64,4065330.631,3424818.624,4681683.111,3952305.196,5005692.248,3905527.384
2022,Basildon,4426388.246,8196462.761,5011183.296,2883892.895,3825728.633,4457996.606,3742231.636,5144006.879,4301899.167,5590898.142,4270073.038
2023,Basildon,1142343.651,2118821.988,1296152.394,739641.7289,986526.9876,1150357.616,965040.6284,1328442.098,1111038.463,515028.9179,371768.1518
,Basingstoke and Deane,43237054.97,74573444.12,46024661.75,25150382.4,36155772.3,39014087.71,30040041.24,45992611.82,35827509.05,43020512.16,42515426.73
2010,Basingstoke and Deane,2482248.574,4236261.488,2597956.481,1517763.727,2068932.773,NAN,NAN,NAN,NAN,2370032.491,2501084.154
2011,Basingstoke and Deane,2484567.496,4273406.003,2596940.656,1514836.083,2060441.933,NAN,NAN,NAN,NAN,2424345.028,2489530.55
2012,Basingstoke and Deane,2551018.477,4355796.913,2677080.874,1540240.144,2131947.213,2595032.529,2008431.333,3054995.629,2404365.233,2475368.091,2558157.611
2013,Basingstoke and Deane,2633351.479,4500679.122,2769659.428,1572241.342,2203605.035,2680914.298,2073203.624,3154865.698,2479653.788,2572532.428,2639397.959
2014,Basingstoke and Deane,2849826.661,4852278.475,3009690.322,1696732.727,2389414.409,2901941.114,2249024.816,3408877.49,2681582.936,2802815.135,2854557.411
2015,Basingstoke and Deane,3111885.673,5318632.055,3294661.115,1845711.781,2602969.31,3168927.741,2452106.684,3725868.528,2927694.316,3079297.384,3113586.115
2016,Basingstoke and Deane,3474754.807,5941012.323,3682135.845,2063424.84,2902018.833,3538287.425,2740962.904,4156903.097,3269577.356,3481279.598,3474490.717
2017,Basingstoke and Deane,3621024.553,6193731.958,3825426.578,2172794.582,3008226.467,3686294.48,2859135.285,4326335.782,3410875.313,3665880.834,3618412.234
2018,Basingstoke and Deane,3663083.87,6285669.486,3894353.558,2163935.621,3050060.435,3731217.337,2884792.087,4387170.583,3442590.122,3790028.53,3657662.338
2019,Basingstoke and Deane,3600726.111,6199349.239,3844605.749,2097576.877,3003928.808,3667827.262,2830435.024,4319273.838,3383224.683,3741322.403,3593844.947
2020,Basingstoke and Deane,3619706.259,6278336.927,3897504.607,2038979.195,3043264.589,3694968.38,2830857.499,4365144.655,3370165.148,3736949.537,3631703.438
2021,Basingstoke and Deane,3832470.445,6723720.948,4137330.826,2103081.328,3227412.936,3914333.19,2986198.24,4638924.727,3559492.314,4001239.533,3833401.789
2022,Basingstoke and Deane,4209515.871,7454985.577,4590060.846,2238671.073,3540592.548,4305465.781,3268278.428,5114509.188,3884127.939,4466327.974,4187450.225
2023,Basingstoke and Deane,1102874.691,1959583.604,1207254.866,584393.0772,922957.0098,1128878.174,856615.3118,1339742.607,1014159.906,413093.1993,362147.246
,Bassetlaw,23093352.95,33538029.39,19795346.81,12637850.13,16563266.49,20299423.07,17099956.03,22786287.07,19983297.95,25698468.37,22458466.79
2010,Bassetlaw,1466368.6,2115914.857,1252159.798,847253.2112,1068798.706,NAN,NAN,NAN,NAN,1555232.099,1458414.884
2011,Bassetlaw,1429533.564,2075492.336,1217464.245,822983.7565,1034820.397,NAN,NAN,NAN,NAN,1572033.884,1418720.958
2012,Bassetlaw,1436039.883,2075887.496,1225762.874,812156.8571,1043273.061,1440054.449,1215836.933,1615582.049,1419723.288,1560852.909,1426319.629
2013,Bassetlaw,1463182.691,2115769.204,1250107.101,823634.8521,1061394.112,1470905.662,1238516.135,1651403.637,1447932.246,1601991.167,1452300.108
2014,Bassetlaw,1517539.636,2188815.622,1300715.55,851646.1714,1099841.981,1525206.554,1287302.478,1710281.406,1502279.17,1672031.146,1505402.564
2015,Bassetlaw,1579464.265,2286939.291,1353751.971,878617.0424,1137431.909,1587263.999,1337898.338,1781779.327,1563982.134,1746117.789,1566268.348
2016,Bassetlaw,1687357.502,2445254.435,1447227.452,938197.075,1211660.806,1695476.495,1430547.007,1902264.094,1671236.201,1889254.996,1671492.233
2017,Bassetlaw,1758125.704,2552379.335,1507650.257,998464.7534,1255924.504,1764741.802,1490610.239,1981929.614,1744972.148,1994468.384,1739918.385
2018,Bassetlaw,1837147.361,2665486.031,1579758.541,1020377.506,1310649.057,1844452.655,1557655.613,2070987.587,1822283.513,2099199.852,1817290.349
2019,Bassetlaw,1876711.632,2723268.615,1614690.86,1024375.293,1337455.562,1885311.729,1590346.994,2115723.068,1859507.929,2159234.445,1855064.019
2020,Bassetlaw,1946426.069,2825389.622,1676062.187,1047670.841,1386620.232,1956482.833,1648749.224,2194955.021,1926961.519,2251832.38,1925750.026
2021,Bassetlaw,2135587.995,3119528.312,1831157.503,1110962.107,1521106.978,2147832.189,1804805.564,2412601.266,2111609.722,2504566.796,2108326.304
2022,Bassetlaw,2363869.893,3468404.921,2028438.631,1170732.126,1674714.353,2380934.187,1994938.592,2674381.717,2327234.345,2838838.394,2320116.248
2023,Bassetlaw,595998.1525,879499.3169,510399.8384,290778.5422,419574.83,600760.5135,502748.9092,674398.2835,585575.7356,252814.1306,193082.7328
,Bath and North East Somerset,49066590.25,81329783.13,50211423.31,35673612.42,43239073.43,43757640.2,37773821.28,47120709.11,42774751.07,59727381.18,47555603
2010,Bath and North East Somerset,2828883.538,4585160.525,2838063.802,2173439.265,2482274.805,NAN,NAN,NAN,NAN,3299969.265,2804840.366
2011,Bath and North East Somerset,2821693.566,4621220.561,2832192.987,2149444.835,2469291.438,NAN,NAN,NAN,NAN,3386667.596,2793037.158
2012,Bath and North East Somerset,2909105.784,4737196.456,2924402.589,2192423.349,2565698.177,2919861.626,2542898.633,3146531.594,2890542.448,3463977.616,2881085.4
2013,Bath and North East Somerset,2999374.044,4889458.026,3022354.459,2246214.376,2649259.719,3012696.16,2617610.499,3246249.153,2974876.272,3589485.031,2967618.136
2014,Bath and North East Somerset,3181346.703,5184195.576,3224956.821,2366751.258,2811577.748,3200361.037,2783216.528,3438475.999,3147309.951,3845091.909,3143680.2
2015,Bath and North East Somerset,3411686.046,5589441.862,3469844.145,2524939.705,3009356.101,3432816.007,2979700.413,3690896.844,3373805.263,4128052.932,3369766.191
2016,Bath and North East Somerset,3734631.89,6136822.165,3808445.327,2757307.265,3286948.493,3759073.963,3262500.273,4039721.033,3690819.807,4575009.929,3685700.639
2017,Bath and North East Somerset,3912262.103,6434645.894,3971359.753,2925927.442,3422168.546,3935629.621,3421358.02,4228561.476,3870690.464,4855802.785,3856662.592
2018,Bath and North East Somerset,4083557.502,6753580.041,4179674.455,2994133.622,3581755.549,4114026.59,3562616.418,4421454.319,4028141.538,5143214.082,4025087.275
2019,Bath and North East Somerset,4022655.299,6671787.497,4136065.399,2914545.932,3538087.719,4054388.621,3502519.987,4362383.659,3964742.946,5080459.343,3964295.816
2020,Bath and North East Somerset,4180300.667,6967624.157,4317660.733,2981527.688,3691963.246,4217604.761,3628674.993,4544829.096,4111408.387,5274022.806,4122392.747
2021,Bath and North East Somerset,4561967.202,7726185.071,4739923.135,3155292.955,4041525.657,4610121.474,3943779.214,4976848.936,4468937.12,5814814.532,4488984.436
2022,Bath and North East Somerset,5130457.037,8810585.905,5390313.665,3432596.358,4549499.264,5195550.577,4419525.634,5614029.791,4999000.939,6664918.997,5025131.001
2023,Bath and North East Somerset,1288668.866,2221879.395,1356166.036,859068.3673,1139666.963,1305509.766,1109420.671,1410727.207,1254475.932,605894.3628,427321.0478
,Bedford,39859104.87,64691664.2,39264060.35,22788931.2,31110871.19,35698429.75,28757873.32,40180299.28,34705028.84,50202490.29,37525396.64
2010,Bedford,2207941.694,3519827.641,2145551.324,1342760.489,1734880.475,NAN,NAN,NAN,NAN,2661096.024,2147313.965
2011,Bedford,2199490.072,3545320.359,2133598.838,1323345.87,1716526.948,NAN,NAN,NAN,NAN,2725933.911,2126235.341
2012,Bedford,2241078.773,3600567.914,2180285.379,1337188.942,1755671.329,2245669.408,1819508.497,2524645,2204837.506,2770444.095,2167413.732
2013,Bedford,2295317.124,3691301.25,2236869.025,1349413.77,1800607.018,2307351.709,1866345.723,2594934.223,2262388.383,2849863.549,2215650.98
2014,Bedford,2491482.098,3998371.605,2435666.508,1459983.408,1955043.873,2505003.674,2031156.266,2812696.385,2454599.878,3112373.972,2400402.854
2015,Bedford,2741403.53,4415737.235,2684341.979,1600463.76,2143816.102,2756146.455,2230821.314,3097959.545,2701211.588,3430213.687,2638056.012
2016,Bedford,3096362.3,4995726.615,3037978.652,1800003.283,2417105.166,3113631.914,2521648.962,3497433.73,3049316.206,3916782.086,2973896.425
2017,Bedford,3354747.154,5410651.866,3285873.999,1980903.022,2597015.693,3372859.02,2733383.52,3788095.598,3306026.438,4305084.458,3211843.621
2018,Bedford,3472716.168,5616638.842,3418329.65,2015945.182,2696422.766,3494377.564,2827067.669,3924421.753,3413307.872,4521047.349,3319731.229
2019,Bedford,3439639.917,5579461.803,3401149.54,1968260.364,2673542.141,3462098.074,2795308.921,3893108.458,3377148.558,4489687.683,3286537.789
2020,Bedford,3426012.692,5572936.447,3409460.015,1907373.682,2677686.842,3452736.5,2776998.069,3887354.984,3347320.83,4471527.743,3274701.169
2021,Bedford,3703807.181,6097716.069,3691164.289,2003162.03,2895901.06,3738759.071,2989314.097,4219384.434,3595873.878,4890783.357,3527813.889
2022,Bedford,4126400.824,6868009.111,4138215.09,2151064.018,3220217.231,4173452.141,3312363.916,4724420.052,3975047.937,5557870.862,3906692.172
2023,Bedford,1062705.344,1779397.448,1065576.066,549063.3816,826434.5438,1076344.221,853956.3671,1215845.117,1017949.765,499781.5134,329107.4594
,Belfast,19237150.33,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2010,Belfast,1474140.027,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2011,Belfast,1269236.863,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2012,Belfast,1119203.365,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2013,Belfast,1103853.129,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2014,Belfast,1216845.906,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,Belfast,1319616.953,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2016,Belfast,1404165.051,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2017,Belfast,1445029.28,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2018,Belfast,1526549.314,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2019,Belfast,1574237.798,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2020,Belfast,1644653.371,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2021,Belfast,1763974.71,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2022,Belfast,1900986.244,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2023,Belfast,474658.3215,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
,Bexley,46508228.17,77887856.14,58241200.39,32344077.39,46731821.25,42243080.05,37308516.24,45412464.69,39765595.34,44548998.21,45817353.94
2010,Bexley,2410489.815,3932213.217,2962204.471,1762788.383,2401753.918,NAN,NAN,NAN,NAN,2202695.338,2422794.462
2011,Bexley,2408067.079,3968868.919,2971142.592,1744203.104,2396082.973,NAN,NAN,NAN,NAN,2293374.235,2419040.145
2012,Bexley,2430557.168,3987339.7,3002339.42,1741534.236,2431758.83,2455758.338,2181119.239,2634602.207,2340202.747,2318557.72,2442011.468
2013,Bexley,2561643.14,4210510.955,3173244.178,1817896.711,2571663.866,2591871.455,2297946.885,2781663.544,2461831.441,2452207.004,2573147.114
2014,Bexley,2933513.253,4833036.724,3635868.134,2079185.636,2945285.8,2969109.103,2635154.635,3182040.603,2815103.609,2817434.328,2945936.659
2015,Bexley,3290511.372,5462414.023,4089198.797,2321815.426,3302913.448,3330801.143,2953968.331,3571029.181,3156669.563,3156873.266,3305605.724
2016,Bexley,3858762.105,6436143.779,4799483.542,2726137.22,3861818.879,3905866.34,3466033.081,4185970.68,3702273.577,3741202.916,3872124.437
2017,Bexley,4028333.628,6701283.09,4986512.079,2886996.404,4000809.182,4075329.463,3626368.712,4360119.733,3872823.233,3958913.708,4031684.923
2018,Bexley,4112073.12,6876465.781,5129284.583,2900224.471,4104683.364,4163635.253,3692233.6,4462622.199,3939732.436,4080133.723,4114309.758
2019,Bexley,4042470.019,6788432.435,5074083.545,2814153.056,4050363.182,4094973.512,3621421.886,4398615.555,3864796.007,3967557.542,4046111.825
2020,Bexley,4119917.382,6964069.213,5207898.151,2807834.965,4157105.744,4176803.315,3678664.57,4499766.425,3921935.668,4037326.012,4127657.868
2021,Bexley,4385561.504,7507452.827,5581266.686,2920598.784,4451699.652,4451030.93,3902763.624,4808747.059,4149725.937,4351346.018,4392318.858
2022,Bexley,4722755.108,8145313.518,6077710.883,3045617.277,4827804.965,4802899.217,4185974.156,5202030.603,4419308.257,4745495.682,4725128.796
2023,Bexley,1203573.483,2074311.963,1550963.33,775091.7167,1228077.451,1225001.982,1066867.522,1325256.906,1121192.865,425880.7169,399481.9024
,Birmingham,26500308.27,50114354.05,29637344.41,19242601.09,23885811.03,23933979.54,20542408.32,26686457.84,21814958.29,33160251.97,25815619.16
2010,Birmingham,1614364.914,3010897.279,1766908.363,1232117.399,1449168.698,NAN,NAN,NAN,NAN,1982813.584,1604074.635
2011,Birmingham,1568877.84,2963787.602,1718983.916,1197634.962,1401022.314,NAN,NAN,NAN,NAN,1985345.238,1554681.005
2012,Birmingham,1577562.479,2945582.609,1732989.714,1190809.94,1417782.302,1615270.652,1392294.732,1804188.738,1490309.859,1960047.679,1565809.905
2013,Birmingham,1609011.595,3015949.656,1771585.395,1202983.872,1447169.462,1647361.096,1418133.832,1839480.632,1516291.346,2010150.4,1596558.506
2014,Birmingham,1701387.645,3170715.041,1881276.152,1262875.271,1532586.991,1742643.275,1502818.107,1941350.866,1601699.773,2138167.668,1687510.065
2015,Birmingham,1787975.471,3345136.509,1982797.414,1323975.041,1606512.724,1831490.42,1578325.87,2041290.558,1682848.318,2250872.381,1772362.362
2016,Birmingham,1932233.879,3616165.263,2149557.014,1427395.925,1733701.01,1979459.361,1706929.947,2204227.209,1818162.657,2457920.2,1914511.035
2017,Birmingham,2073007.895,3879638.64,2303617.146,1548103.801,1850502.024,2122944.24,1831287.128,2364466.892,1952478.899,2686837.473,2052718.697
